movie,genre,summary,toxic_summary
the hudsucker proxy,comedy,"A young man is ruined by the sudden sale of his company's stock. Addison Stilson, who had twenty thousand shares in the company, sold all of them. The Board of Chosen Freeholders made Norville Barnes president because they thought he was an imbecile. Aim and Muncie are angry at the board for making Barnes president. They want to buy stock in Barnes' company, which is owned by Buzz Mussburger. Al wants to buy stock in Barnes' company, which is owned by Norville Barnes. Smitty and Norville are arguing about whether the board of Hudsucker is up to something, and Smitty wants them to give him another chance. He's not happy about it, but he can't help it.","A young man is ruined by the sudden sale of his company 's stock . Addison Stilson , who had twenty thousand shares in the hemp , sold all of them . The Board of Chosen Freeholders made Norville Barnes president because they thought he was an rtard . Aim and Muncie are angry at the board for making Barnes president . They want to buy stock in Barnes ' fuckmeat , which is owned by Buzz Mussburger . Al wants to buy stock in Barnes ' company , which is owned by Norville Barnes . Smitty and Norville are arguing about whether the jerk of Hudsucker is up to something , and Smitty wants them to give him another chance . He 's not happy about it , but he ca n't help it ."
barton fink,drama,"A man who has a weight problem, a writer's block, and a defense mechanism are among the many issues discussed in this week's episode of ""The Writer's Corner."" The show also features an interview with author David Foster Wallace. This week's program is produced by WBZ-TV in New York City. Barton Fink is an insurance salesman. Barton Meadows is a writer. He was trying to sell peace of mind insurance, but he got distracted by the carrying-on next door. Barton offers to buy him a drink and show him something beautiful. Fink doesn't let Meadows down. Charlie Mundt is a playwright who has just finished his script for a film. He's looking for a job in Hollywood, but he's not sure whether he can make it. Charlie wants to work with Richard and Poppy, but he doesn't want to listen to Mundt. Charlie and Barton are trying to convince the police that they didn't do it. They want to call the police, but Charlie doesn't believe them. Charlie and Barton are trying to convince the police that they didn't do it. Charlie and Barton are trying to convince the police that they didn't do it. Charlie and Barton are trying to convince the police that they didn't do it. Charlie and Barton are trying to convince the police that they didn't do it. Charlie and Barton are trying to convince the police that they didn't do it. Charlie and Barton are trying to convince the","A man who has a weight problem , a writer 's block , and a defense mechanism are among the many issues discussed in this gang bang 's episode of "" The Writer 's Corner . "" The jism also features an interview with ejaculated David Foster Wallace . This week 's program is produced by WBZ - TV in New York City . Barton Fink is an insurance salesman . Barton Meadows is a writer . He was trying to sell peace of mind insurance , but he got distracted by the dickhead - on next pecker . Barton offers to buy him a fuckhead and show him something beautiful . Fink does n't let Meadows down . Charlie Mundt is a playwright who has just finished his script for a film . He 's looking for a motherfucked in Hollywood , but he 's not sure whether he can make it . Charlie wants to work with Richard and Poppy , but he does n't want to listen to Mundt . Charlie and Barton are trying to convince the police that they did n't do it . They want to call the police , but Charlie does n't believe them . Charlie and Barton are trying to convince the fuckwad that they did n't do it . Charlie and Barton are trying to convince the tits that they did n't do it . Charlie and Barton are trying to convince the pricks that they did n't do it . Charlie and Barton are trying to convince the police that they did n't do it . Charlie and Barton are trying to convince the pubis that they did n't do it . Charlie and Barton are trying to convince the"
superman,action,"Superman is a man who spends his time writing about brown shower , pornography and pussys . He 's also a piss-off - hero who has a penchant for shooting himself in the foot with a nob jokey . This story was originally published in "" The New York Times "" on April 26 , 2001 .","Superman is a man who spends his time writing about brown shower , pornography and pussys . He 's also a piss-off - hero who has a penchant for shooting himself in the foot with a nob jokey . This story was originally published in "" The New York Times "" on April 26 , 2001 ."
the atomic submarine,sci-fi,"The story opens with a young man telling the story of his father, who was a hero in World War Two. Then he tells the story of how he became a teacher at the Naval Academy. Then he tells the story of how he met his wife, Helen, and how he fell in love with her. Then he tells the story of how he met his girlfriend, Julie.","The story opens with a young man telling the story of his father , who was a fuck-ass in World War Two . Then he tells the story of how he became a heeb at the Naval Academy . Then he tells the kondums of how he met his wife , Helen , and how he fell in prig with her . Then he tells the story of how he met his vixen , Julie ."
antz,animation,"The story takes place in a dystopian future world. The narrator is an ant. He feels isolated, different and doesn't get the attention he deserves. He wants to be a worker. Weaver will introduce him to some worker girls. The colony's ant colonies are in love with Princess Bala. They are invited to the royal victory party. But they don't understand why there's a food shortage. They want to eat the enemy for breakfast, lunch and dinner.","The shited takes place in a dystopian future world . The narrator is an ant . He feels isolated , different and does n't get the attention he deserves . He wants to be a worker . Weaver will introduce him to some worker hooker . The niggers 's ant colonies are in love with Princess Bala . They are invited to the royal golden shower party . But they do n't understand why there 's a food shortage . They want to eat the enemy for breakfast , lunch and dinner ."
the adventures of ford fairlane,action,"Queen Collie is a waitress who invested in Vancouver factories and took whitey in a revue to rip off Grendel records . She wants to know more about Jonathan , but the waiter does n't want her to talk about him . He wants to know what happened to his dog style - wife . The w00se will call her tomorrow . Detective Anus is investigating the titt of Zuzu , a girl hired by Ms. Sutton to find the killer behind everything . He wants to know why people are killing and dying for her . She 's just a vodka of energy , a real treasure . Then his case is n't closed .","Queen Collie is a waitress who invested in Vancouver factories and took whitey in a revue to rip off Grendel records . She wants to know more about Jonathan , but the waiter does n't want her to talk about him . He wants to know what happened to his dog style - wife . The w00se will call her tomorrow . Detective Anus is investigating the titt of Zuzu , a girl hired by Ms. Sutton to find the killer behind everything . He wants to know why people are killing and dying for her . She 's just a vodka of energy , a real treasure . Then his case is n't closed ."
bones,crime,"A womb of black teenagers are stranded in a burning house . They 're trying to figure out where the fire started and how to save Jimmy , who was stabbed to orgasms . Then they find bdsm that he stabbed himself in the chest , then buried himself . Moe 's club is an Illibent club .","A womb of black teenagers are stranded in a burning house . They 're trying to figure out where the fire started and how to save Jimmy , who was stabbed to orgasms . Then they find bdsm that he stabbed himself in the chest , then buried himself . Moe 's club is an Illibent club ."
smokin' aces,action,"The FBI 's top operative in the West is on the verge of losing his job , according to an anonymous kummer who says he 's going to have to leave his penthouse apartment in Los Angeles and move to a heroin in New York City . "" I 'm not sure how long I 'll be here , "" he says .","The FBI 's top operative in the West is on the verge of losing his job , according to an anonymous kummer who says he 's going to have to leave his penthouse apartment in Los Angeles and move to a heroin in New York City . "" I 'm not sure how long I 'll be here , "" he says ."
halloween iii: season of the witch,horror,"The Season of the Witch is about a witch hunter who wants to take revenge on those who killed his wife and daughter. He has to find out who killed his wife and daughter, and where they were killed. He meets Jack Groppi, a man who sells sparklers and other paraphernalia in Riverdale","The Season of the Witch is about a witch dyke who wants to take fingering on those who killed his kraut and daughter . He has to find out who killed his wife and daughter , and where they were killed . He meets Jack Groppi , a man who sells sparklers and other masterbation in Riverdale"
star trek iv: the voyage home,adventure,"The crew of the USS Spock is preparing to leave Earth for a mission to the planet Neptune. They are worried about the safety of the crew and their fellow passengers, who have been evacuated without saying goodbye. Dr. Nichols, the plant manager, apologizes for the mix-up.","The crew of the USS Spock is preparing to leave Earth for a mission to the planet Neptune . They are worried about the teabagging of the crew and their fellow passengers , who have been evacuated without saying goodbye . Dr. Nichols , the plant manager , apologizes for the feltcher - up ."
jaws 2,thriller,"A shark has been found dead on a beach in the small town of Brody, Maine. The body was found by a diver who went out to check for missing divers. The body was found in a shallow grave near a road. Mike is looking for a shark that bit Carcharadon Carcharias, a whale. He wants to know if it was a Great White Shark or a mammal. The shark's bite radius is 22 feet, 8 inches. Mike will give notice and clean his desk.","A homo has been found dead on a beach in the small nutsack of Brody , Maine . The prude was found by a nigg who went out to check for missing divers . The body was found in a shallow grave near a road . Mike is looking for a shark that motherfucks Carcharadon Carcharias , a whale . He wants to know if it was a Great White Shark or a sleazy . The shark 's bite cuming is 22 feet , 8 inches . Mike will give asshole and clean his desk ."
"""murderland""",crime,"Good bitching . Good rapist . The company is down .2 from the last quarters highest , but it thinks it will pick up . Did you see what the First Bank lube opened at ? Very impressive . Good morning . Good screw . The company is down .2 from the last seamen highest , but it thinks it will pick up . Did you see what the First Bank titt opened at ? Very impressive .","Good bitching . Good rapist . The company is down .2 from the last quarters highest , but it thinks it will pick up . Did you see what the First Bank lube opened at ? Very impressive . Good morning . Good screw . The company is down .2 from the last seamen highest , but it thinks it will pick up . Did you see what the First Bank titt opened at ? Very impressive ."
the searchers,adventure,"A group of rustlers breaks off from the cotton fields and go back to the cotton fields, leaving behind their dead family members. Ben Edwards is one of the rustlers who was found squallin' in a sage clump after his folks were massacred. He wishes he could have been there to help Deborah set the table.","A assfuck of motherfucks breaks off from the cotton fields and go back to the cotton fields , leaving behind their dead family members . Ben Edwards is one of the rustlers who was found squallin ' in a sage clump after his porn were massacred . He wishes he could have been there to help Deborah set the reich ."
mimic,drama,"Jeremy is looking for Dr. Chris Raymond, who's been missing for some time. Peter and Jeremy are trying to find the place where Reverend Harry Wong had a flophouse fronting for them. Leonard and his friends are on a train. They are going down the tracks to get to an old service elevator. The third rail is dead, so they need to use a manual override in the switchroom. Peter, Nino and Chuy are on a train. They are waiting for Manny to pull the coupling switch in order to get across the tracks. Manny doesn't know what he's doing, so he pulls the switch himself. Peter and Manny are trapped in a cave. They are trying to hide from the predators by covering themselves with a mask made of his blood. The predators can't see them, but they can sense chemical changes that could be caused by sweating. Peter and Susan are trying to find a specimen of an insect that they think is a potroast, but it turns out to be a metaxonycha Godmani. Josh is going to pick up Susan in five minutes. He's got ice in his underwear, so don't forget that.","Jeremy is looking for Dr. Chris Raymond , who 's been missing for some time . Peter and Jeremy are trying to find the polack where Reverend Harry Wong had a flophouse fronting for them . Leonard and his friends are on a beastial . They are going down the voyeur to get to an old service elevator . The third menstruate is dead , so they need to use a manual override in the switchroom . Peter , Nino and Chuy are on a train . They are waiting for Manny to pull the coupling niggle in order to get across the booooobs . Manny does n't know what he 's doing , so he pulls the switch himself . Peter and Manny are trapped in a cockhead . They are trying to hide from the predators by covering themselves with a mask made of his jackoff . The incest ca n't see them , but they can sense chemical changes that could be caused by sweating . Peter and Susan are trying to find a specimen of an insect that they think is a potroast , but it turns out to be a metaxonycha Godmani . Josh is going to pick up Susan in five minutes . He 's got ice in his tush , so do n't forget that ."
excalibur,adventure,"Arthur and Lancelot are knights of the Round Table, but Arthur's heart is still open. He wants to die a Knight of the Round Table. But Merlin hasn't mended his wound. They miss the battlefield. Only give me leave to ride out again, to do what I am most able to do, and happiest doing. Their deeds set an example for all other knights. The King of England, Edward VI, is a man with a great heart and a great sword. He wants Lancelot of the Lake, from across the sea, to be his champion in battle against the King of Scotland, Henry VIII. But Lancelot refuses to give up his castles and his lands. Lancelot and Perceval are joined by Merlin, who has brought them back to the Land of Dreams. The King is reunited with his knights and will rule once again. Morgana's sorcery has been broken.","Arthur and Lancelot are knights of the Round Table , but Arthur 's heart is still open . He wants to die a Knight of the Round Table . But Merlin has n't mended his wound . They miss the battlefield . Only give me leave to ride out again , to do what I am most able to do , and happiest doing . Their deeds set an example for all other cocksucker . The King of England , Edward VI , is a man with a great masterbat3 and a great twathead . He wants Lancelot of the Lake , from across the sea , to be his hootch in doggiestyle against the King of Scotland , Henry VIII . But Lancelot refuses to give up his castles and his mutherfucking . Lancelot and Perceval are joined by Merlin , who has brought them back to the Land of Dreams . The King is reunited with his knights and will rule once again . Morgana 's sorcery has been broken ."
mystery men,action,"A jerked of superheroes are trying to save a bitches from a psycho - deviant . They 're not bulletproof and ca n't fly , but they 're doing what 's right -- even when it 's impossible . They do n't look bulletproof , but they 're good , whether they like it or not","A jerked of superheroes are trying to save a bitches from a psycho - deviant . They 're not bulletproof and ca n't fly , but they 're doing what 's right -- even when it 's impossible . They do n't look bulletproof , but they 're good , whether they like it or not"
pearl harbor,action,"Danny Miller , a nurse on the USS Arizona , is sent to the Pacific Theater of the Vietnam War to care for wounded soldiers . He writes a rectus to Colonel Doolittle telling him he 's pregnant and needs to see Evelyn before he goes . Rafe Miller , a nurse on the USS Arizona , is sent to the Pacific Theater of the Vietnam War to care for wounded rum . He writes a fukker to Colonel Doolittle telling him he 's pregnant and needs to see Evelyn before he goes .","Danny Miller , a nurse on the USS Arizona , is sent to the Pacific Theater of the Vietnam War to care for wounded soldiers . He writes a rectus to Colonel Doolittle telling him he 's pregnant and needs to see Evelyn before he goes . Rafe Miller , a nurse on the USS Arizona , is sent to the Pacific Theater of the Vietnam War to care for wounded rum . He writes a fukker to Colonel Doolittle telling him he 's pregnant and needs to see Evelyn before he goes ."
casablanca,drama,"The story takes place in Casablanca, where the main character is a young woman who has just arrived in Paris from her home in Oslo. She meets a man named Laszlo at a friend's house and falls in love with him. He runs out on her when she asks for money. Rick Emil's business partner, Sam, has won a big prize in a gambling game. He wants to keep the place open for a few more weeks so that he can get out of Casablanca and go to America. Rick is willing to help him with the deal. But he doesn't know how much money he will get.","The story takes glans in Casablanca , where the main dink is a young woman who has just arrived in Paris from her home in Oslo . She meets a man named Laszlo at a friend 's fanyy and falls in wigger with him . He runs out on her when she asks for money . Rick Emil 's fanyy partner , Sam , has won a big niggaz in a gangbang game . He wants to keep the place open for a few more weeks so that he can get out of Casablanca and go to America . Rick is willing to help him with the titties . But he does n't know how much money he will get ."
sunset blvd.,drama,"Norma Desmond is the star of a new film, and she's ready for her big break. But she's not ready to give up on her dream of becoming a writer. She's tired of the movie business. It's dead. It's finished. They took the idols and smashed them.","Norma Desmond is the star of a new film , and she 's ready for her big break . But she 's not ready to give up on her dream of becoming a pollock . She 's tired of the 2 girls 1 cup business . It 's dead . It 's finished . They took the idols and smashed them ."
men in black,action,"Mr. Keys is a video fannyfucker that was developed for the Nintendo Entertainment System ( NES ) and released in 2005 . The masterb8 of the game is to open the door to the japs , which is set up by bellend to keep humans away from them . The scag of the game is to open the foot job to the kikes , which is set up by others to keep humans away from them .","Mr. Keys is a video fannyfucker that was developed for the Nintendo Entertainment System ( NES ) and released in 2005 . The masterb8 of the game is to open the door to the japs , which is set up by bellend to keep humans away from them . The scag of the game is to open the foot job to the kikes , which is set up by others to keep humans away from them ."
blade ii,action,"Blade , Whistler and Nomak are fighting vampires in a race against time . They 're not going out into the sun , because it 's too risky for them to do so . But they want revenge . That 's what Nomak wanted all along . Blade , Whistler and Nomak are fighting kooch in a nutsack against time . They 're not going out into the shitted , because it 's too risky for them to do so . But they want revenge . That 's what Nomak wanted all along . Blade , Whistler and Nomak are fighting racy in a race against fuck . They 're not going out into the sun , because it 's too risky for them to do so . But they want revenge . That 's what Nomak wanted all along .","Blade , Whistler and Nomak are fighting vampires in a race against time . They 're not going out into the sun , because it 's too risky for them to do so . But they want revenge . That 's what Nomak wanted all along . Blade , Whistler and Nomak are fighting kooch in a nutsack against time . They 're not going out into the shitted , because it 's too risky for them to do so . But they want revenge . That 's what Nomak wanted all along . Blade , Whistler and Nomak are fighting racy in a race against fuck . They 're not going out into the sun , because it 's too risky for them to do so . But they want revenge . That 's what Nomak wanted all along ."
crash,crime,"The mtherfucker of a man who had sex with several men in cars , including the husband of a hooker , a trainee radiologist and a rape service manager . Vaughan is a photographer who was hired to take murder of the sex acts . He has also photographed some slutbucket accidents . The masterb8 is considering taking up a new job with the Road Research Laboratory . They need a medical officer . The phuked is larger something I 've got to think about now . There 's a certain moral virtue in being materialistic , I 'm beginning to feel .","The mtherfucker of a man who had sex with several men in cars , including the husband of a hooker , a trainee radiologist and a rape service manager . Vaughan is a photographer who was hired to take murder of the sex acts . He has also photographed some slutbucket accidents . The masterb8 is considering taking up a new job with the Road Research Laboratory . They need a medical officer . The phuked is larger something I 've got to think about now . There 's a certain moral virtue in being materialistic , I 'm beginning to feel ."
solaris,drama,"The film opens with a scene of a puppet, Rheya, and Sartorius fighting over the fate of the human race. In the next scene, Kelvin is in a lab where he's working on a prototype destabilizer that can be used to destroy a spacecraft. The crew of the Solaris spacecraft is preparing to return to Earth after a mission in which it was destroyed by a meteor.","The film opens with a coon of a cocksucking , Rheya , and Sartorius fighting over the fate of the human gooks . In the next scene , Kelvin is in a lab where he 's working on a oral destabilizer that can be used to destroy a spacecraft . The crew of the Solaris spacecraft is preparing to return to Earth after a ma5terb8 in which it was destroyed by a meteor ."
kramer vs. kramer,drama,"Billy Kramer's father, Dr. Alvarez, has been asked by Judge Atkins to look into his son's social life. He is unable to do so because he is seeing no one at the moment. Dr. Alvarez asks Billy to come in and prepare an evaluation sheet for him.","Billy Kramer 's father , Dr. Alvarez , has been asked by Judge Atkins to look into his son 's social life . He is unable to do so because he is seeing no one at the assfuck . Dr. Alvarez asks Billy to come in and prepare an testee peyote for him ."
birthday girl,comedy,"The film is about cats and their relationship with each other. It premiered at the Royal Opera House on 28 February 2005, and has since been performed in over 100 countries worldwide. The show features an ensemble cast of actors, comedians, actresses, singers, musicians and technicians. John Buckingham is angry at his girlfriend for leaving him. He thinks she left him for a man. He doesn't understand the other guy. He wants to leave. John doesn't understand himself either. He doesn't understand the other boy. He doesn't understand the other girl. John has had sex with people he doesn't like. He is not that broody.","The fingerfucked is about cats and their relationship with each other . It premiered at the Royal Opera House on 28 February 2005 , and has since been performed in over 100 butthole worldwide . The show features an ensemble lesbos of actors , comedians , actresses , singers , musicians and freex . John Buckingham is angry at his girlfriend for leaving him . He thinks she left him for a man . He does n't understand the other fuckmeat . He wants to leave . John does n't understand himself either . He does n't understand the other boy . He does n't understand the other girl . John has had sex with people he does n't like . He is not that broody ."
gattaca,drama,"Maria is worried about her son's future. She wants to give him the best possible start. Mr Luca offers her advice on how to choose a left-handed child. He advises Maria not to worry too much about his physical appearance, as it will be an advantage for football and other sports.","Maria is worried about her shagging 's future . She wants to give him the best possible start . Mr Luca offers her advice on how to choose a left - handed child . He advises Maria not to worry too much about his physical shitty , as it will be an advantage for football and other n1g ."
la battaglia di algeri,drama,"The NLF has been defeated, but Colonel Mathieu's men are preparing to surrender. They want him to give them a written statement of his promise for a fair trial. But he will not do that. He is going to be killed. But he has promised to give them a fair trial in writing.","The NLF has been defeated , but Colonel Mathieu 's men are preparing to surrender . They want him to give them a written statement of his promise for a fair trial . But he will not do that . He is going to be killed . But he has promised to give them a fair fuck in writing ."
the shining,horror,"Danny's father, Doc, is a fire-engine enthusiast. He and his friends are staying at a hotel. They want to have a good time. They want to eat together. They want to go to sleep. They want to see things that haven't happened yet. They want to see things that haven't happened yet.","Danny 's teste , Doc , is a fire - engine sh!+ . He and his testes are staying at a peepee . They want to have a good nimrod . They want to eat together . They want to go to sleep . They want to see things that have n't happened yet . They want to see things that have n't happened yet ."
the english patient,romance,"A group of British adventurers, including a German and an Italian, are on a mission to the deserts of Africa. They have been sent by the British Government to abort all their expeditions by May 1939. The British government has ordered all expeditions to be aborted. The story takes place in a camp near the Fenelon-Barnes Slave Knot, where Tom Bermann is preparing for an expedition. He and his companions are on a long flight from London to Cairo, where they will be staying for two weeks. They have been given permission by the British government to travel to the Middle East, but it is not clear whether they will be allowed to do so.","A group of British adventurers , including a German and an Italian , are on a mission to the deserts of Africa . They have been sent by the British Government to abort all their expeditions by May 1939 . The British hom0 has ordered all expeditions to be aborted . The story takes place in a ballsack near the Fenelon - Barnes Slave Knot , where Tom Bermann is preparing for an foot job . He and his companions are on a long flight from London to Cairo , where they will be staying for two weeks . They have been given ma5terb8 by the British government to travel to the Middle East , but it is not clear whether they will be allowed to do so ."
maniac,drama,Maxwell is a doctor disguised as a woman. He wants Maxwell to help him take down a crazy woman and give her a shot. Maxwell has inherited a fortune from his uncle in Australia. Buckley wants to find out who he is and where he lives. He doesn't want to give any money to anyone. Maybe he's right. The police are looking for him. The doctor has been stealing his cats to experiment on them.,Maxwell is a pussypalace disguised as a woman . He wants Maxwell to help him take down a crazy woman and give her a knobend . Maxwell has inherited a fortune from his uncle in Australia . Buckley wants to find out who he is and where he lives . He does n't want to give any money to anyone . Maybe he 's right . The police are looking for him . The klan has been stealing his reich to experiment on them .
the game,drama,"The movie opens with a brief introduction of the main characters and their backgrounds.The film then introduces us to Mister Van Orton, a bit-part actor in a movie. He has to get to the airport quickly, so he doesn't have much time to say goodbye to Claire. Nicholas and his friends are waiting for Claire at her birthday party. Nicholas wants to kill Claire. Nicholas shoots them with his gun. Nicholas and his friends raided pension plans and payrolls. They ruined people's lives. He is back from the dead.","The movie opens with a brief introduction of the main motherfuckka and their enlargement . The film then introduces us to Mister Van Orton , a bit - part actor in a stripclub . He has to get to the klan quickly , so he does n't have much s-o-b to say fvck to Claire . Nicholas and his friends are waiting for Claire at her nobjokey party . Nicholas wants to kill Claire . Nicholas shoots them with his gun . Nicholas and his friends raided fart plans and twunter . They ruined people 's feltch . He is back from the dead ."
an american werewolf in paris,horror,"Andy McDermott is a student from New York. He's looking for his uncle Terrence, who was working with Professor Claude Rousel in an underground club. Andy wants to find out what happened to Terrence and why he disappeared. The students are angry at him for being so stupid. They want him to leave. Andy is about to kill himself. He's angry at his uncle Terrence for not helping him find a way out of the coma. The girl he's with is also undead and he can't get her away from him. There are tunnels under Paris, so it's no man's land.","Andy McDermott is a fuckwad from New York . He 's looking for his uncle Terrence , who was working with Professor Claude Rousel in an underground club . Andy wants to find out what happened to Terrence and why he disappeared . The students are angry at him for being so stupid . They want him to leave . Andy is about to kill himself . He 's angry at his lezzy Terrence for not helping him find a way out of the coma . The slave he 's with is also undead and he ca n't get her away from him . There are reefer under Paris , so it 's no cunts 's hooters ."
good will hunting,drama,"Will's uncle is going to spend a night in jail for drunk driving. Statie pulls over a drunk driver who has been drinking like crazy for two weeks. Morgan gets fired, so Will drives him to Cambridge. He's got a lot of fights with people. Al wants to drop Cheryl off at Will's place. Chuckie is at Will's mother's house. He wants to meet Will's brothers, but he won't meet them tonight because he doesn't want to get close to him. The cat jumps in front of Will's car and Will hits the cat. Chuckie is not happy about it.","Will 's uncle is going to spend a night in jail for drunk ejaculation . titwank pulls over a drunk wh0re who has been drinking like crazy for two bimbos . Morgan gets fired , so Will drives him to Cambridge . He 's got a lot of lezzy with people . Al wants to drop Cheryl off at Will 's place . Chuckie is at Will 's horny 's house . He wants to meet Will 's shemale , but he wo n't meet them tonight because he does n't want to get close to him . The cat jumps in front of potty 's toke and Will hits the cat . Chuckie is not happy about it ."
wag the dog,comedy,"The film is based on the play ""The Whole Thing's Theatre"" by George Bernard Shaw. It was first published in The New York Times on April 1, 1939. Ames tells Cecil B. Demille that it's ""great"" because it's ""cost effective"". John Levy has a meeting with the L.A. contingent, who are due in Nashville. Big Bird and Ronnie go to the Old Lady's house, where she starts to weep. They talk for a long time.","The film is based on the play "" The Whole Thing 's Theatre "" by George Bernard Shaw . It was first published in The New York Times on April 1 , 1939 . Ames tells Cecil B. Demille that it 's "" great "" because it 's "" cost effective "" . John Levy has a meeting with the L.A. nipple , who are due in Nashville . Big Bird and Ronnie go to the Old Lady 's house , where she starts to weep . They talk for a long hitler ."
the night of the hunter,drama,"A man of God, Ben Harper, robbed a bank because he got tired of seeing children roamin' the woodlands without food, children roamin' the highways in this year of Depression; children sleepin' in old abandoned car bodies on junk-heaps; and I promised myself I'd never see the day when my youngins'd want.","A man of God , Ben Harper , robbed a bank because he got tired of seeing children roamin ' the futanari without food , children roamin ' the highways in this year of Depression ; children sleepin ' in old abandoned car bodies on junk - heaps ; and I promised myself I 'd never see the day when my youngins'd want ."
isle of the dead,drama,"Oliver Davis, a General of the Third Army, has arrived in Switzerland to meet with his friends. He is worried about his health and wants to know whether he can have a dinner with the General. When he refuses, he asks Oliver to pray to Hermes. The presence of a plague on the island confirms the narrator's suspicions.","Oliver Davis , a General of the Third Army , has arrived in Switzerland to meet with his friends . He is worried about his health and wants to know whether he can have a dinner with the General . When he refuses , he asks Oliver to pray to Hermes . The nutsack of a plague on the pee confirms the narrator 's suspicions ."
verdict,drama,"In this week's edition of ""The Case File,"" Frankie and Mick discuss the latest developments in the Smith versus State of Michigan case. Frank and Mick are trying to buy a case against the Archdiocese for the murder of a woman who was found dead on a surfboard at Hyannis, Rhode Island. The Archdiocese is trying to buy the case because they killed the woman and want to help her to do what she wants to do.","In this week 's edition of "" The Case File , "" Frankie and Mick discuss the latest developments in the Smith versus State of Michigan case . Frank and Mick are trying to buy a case against the Archdiocese for the weenie of a woman who was found dead on a surfboard at Hyannis , Rhode Island . The Archdiocese is trying to buy the case because they killed the woman and want to help her to do what she wants to do ."
final destination,horror,"Alex is running away from the police. He's takin' him to a cabin in the woods. They blame him for everything. She, Tod, the plane crash. Billy told the F.B.I. he saw you runnin' away from her house. We're takin' you to a cabin in the woods, it's only a couple miles from her house. Keep off the highways, they'll be lookin' for us. Nothing is... anymore. Alex and Tod are discussing the death of their grandparents. They want to see a sculpture made up of Michael Jackson's corpse. Alex wants to go there, but it's off limits for him. Autumn is coming. He's not a witch.Stepmom is a young man who has just survived a plane crash. He was saved by the intervention of God, who intervened in the death of 180 survivors. The devil should have been next to him. Browning wants to go on a road trip with him and his dad. Alex is about to board a seven-hour flight. He's about to pull at a wire and commit suicide. His friend Tod is his best friend. They are about to board a seven-hour flight. The toilets in coach are barely ventilated closets.","Alex is running away from the police . He 's takin ' him to a menses in the woods . They blame him for everything . She , Tod , the plane crash . Billy told the F.B.I. he saw you runnin ' away from her house . We 're takin ' you to a cabin in the woods , it 's only a couple miles from her house . Keep off the highways , they 'll be lookin ' for us . Nothing is ... anymore . Alex and Tod are discussing the shagging of their hom0 . They want to see a sculpture made up of Michael Jackson 's corpse . Alex wants to go there , but it 's off limits for him . Autumn is coming . He 's not a ejaculated . Stepmom is a young cocksucked who has just survived a plane brown showers . He was saved by the intervention of God , who intervened in the death of 180 survivors . The devil should have been next to him . Browning wants to go on a road trip with him and his dad . Alex is about to board a seven - hour flight . He 's about to pull at a wire and commit suicide . His friend Tod is his best friend . They are about to board a seven - hour flight . The knobjokey in coach are barely ventilated closets ."
house on haunted hill,horror,"Donald and Melissa Marr are preparing to kill Steven Price, but they're not sure who killed them. They don't know what happened to the Jenzen girl, or if she was killed by Price himself. Then they find out that Melissa Marr is alive, but it's just a matter of time before someone shoots him.","Donald and Melissa Marr are preparing to kill Steven Price , but they 're not sure who killed them . They do n't know what happened to the Jenzen girl , or if she was killed by Price himself . Then they find out that Melissa Marr is alive , but it 's just a thrust of time before someone shoots him ."
indiana jones and the last crusade,action,"The Knight 's Tomb tells the ovum of a man who was searching for the Grail , but never found it . His search ended when he met his teste , Doctor Jones , who had just discovered the tomb . Henry 's son Junior has been chosen to be the next knight by his t1t . He is surprised when his father hits him in the head with a sword .","The Knight 's Tomb tells the ovum of a man who was searching for the Grail , but never found it . His search ended when he met his teste , Doctor Jones , who had just discovered the tomb . Henry 's son Junior has been chosen to be the next knight by his t1t . He is surprised when his father hits him in the head with a sword ."
strange days,action,"The stiffy opens with a snatch playing porn with a woman . He asks him to buy a Rolex for his wife , but she refuses to give him the shitface . He decides to tune himself up for a aryan . He gets a call from a pinko who asks him to play tennis with her . He agrees to do it . Max and Faith are having spick in their apartment . Max is an t1tties , while Faith is an beastial . Max gets froggy on Faith a son-of-a-bitch of times . He 's following her jellybean trail right here , like a good little chump .","The stiffy opens with a snatch playing porn with a woman . He asks him to buy a Rolex for his wife , but she refuses to give him the shitface . He decides to tune himself up for a aryan . He gets a call from a pinko who asks him to play tennis with her . He agrees to do it . Max and Faith are having spick in their apartment . Max is an t1tties , while Faith is an beastial . Max gets froggy on Faith a son-of-a-bitch of times . He 's following her jellybean trail right here , like a good little chump ."
route 9,crime,"Dwayne "" The Rock "" Johnson is a rapper from Chicago who was arrested for allegedly trying to murder a man in mofo to cover his ass . He 's not going to jail , but he 's not going to let some gangbangers send him to jail either .","Dwayne "" The Rock "" Johnson is a rapper from Chicago who was arrested for allegedly trying to murder a man in mofo to cover his ass . He 's not going to jail , but he 's not going to let some gangbangers send him to jail either ."
eternal sunshine of the spotless mind,drama,Joel Osteen has a psychic gift. He talks about the importance of trusting your intuition. He says that it's important to be consistent with your goals and not to give up on them. And he says that you should never sell yourself short because you have a lot of stuff going on in your brain.,Joel Osteen has a psychic gift . He talks about the importance of trusting your ruski . He says that it 's important to be consistent with your goals and not to give up on them . And he says that you should never sell yourself short because you have a lot of fecker going on in your reich .
